Périmètre;Nature;Date;Heures;Consommation;Prévision J-1;Prévision J;Fioul;Charbon;Gaz;Nucléaire;Eolien;Solaire;Hydraulique;Pompage;Bioénergies;Ech. physiques;Taux de Co2;Ech. comm. Angleterre;Ech. comm. Espagne;Ech. comm. Italie;Ech. comm. Suisse;Ech. comm. Allemagne-Belgique;Fioul - TAC;Fioul - Cogén.;Fioul - Autres;Gaz - TAC;Gaz - Cogén.;Gaz - CCG;Gaz - Autres;Hydraulique - Fil de l?eau + éclusée;Hydraulique - Lacs;Hydraulique - STEP turbinage;Bioénergies - Déchets;Bioénergies - Biomasse;Bioénergies - Biogaz; Stockage batterie;Déstockage batterie;Eolien terrestre;Eolien offshore;Consommation corrigée
France;Données temps réel;05/01/2023;03:30;46269;47200;46500;200;53;2710;38364;9136;0;3502;-3519;809;-4986;34;-2253;-3100;-3742;-3700;7709;0;22;180;0;2115;596;0;3551;0;0;138;417;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;03:45;45722;46900;46000;200;53;2681;37978;9110;0;3447;-3586;806;-4967;35;;;;;;0;22;180;0;2117;565;0;3557;0;0;130;421;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;04:00;45478;46600;45500;200;53;2661;37928;8926;0;3454;-3583;811;-4972;35;-2076;-3100;-3820;-3700;7475;0;22;180;0;2117;546;0;3545;0;0;134;421;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;04:15;45156;46400;45350;200;53;2628;38066;8768;0;3414;-3677;809;-5105;34;;;;;;0;22;180;0;2117;513;0;3533;0;0;133;419;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;04:30;45046;46200;45200;200;53;2630;38105;8635;0;3461;-3672;816;-5182;35;-2076;-3100;-3820;-3700;7420;0;22;180;0;2117;514;0;3540;0;0;136;424;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;04:45;45125;46550;45500;200;54;2630;38293;8532;0;3483;-3630;817;-5254;34;;;;;;0;22;180;0;2115;516;0;3572;0;0;140;418;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;05:00;45568;46900;45800;200;53;2673;38423;8201;0;3473;-3149;814;-5120;35;-1945;-3100;-3820;-3700;8208;0;22;180;0;2117;558;0;3578;0;2;137;421;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;05:15;46514;47750;46400;200;53;2606;38707;8085;0;3525;-2910;806;-4558;34;;;;;;0;22;180;0;2114;493;0;3622;0;1;136;417;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;05:30;46778;48600;47000;200;53;2543;39109;7830;0;3554;-2907;815;-4419;33;-1945;-3100;-3820;-3700;8192;0;22;180;0;2117;428;0;3615;0;1;137;420;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;05:45;47544;49600;47650;200;53;2534;40161;7711;0;3652;-2592;822;-4997;32;;;;;;0;22;180;0;2116;419;0;3700;0;1;136;419;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;06:00;48566;50600;48300;200;52;2549;40217;7508;0;3747;-2623;807;-3891;32;-867;-1170;-3820;-3700;7190;0;22;180;0;2116;435;0;3660;29;58;139;416;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;06:15;50436;52050;50050;200;54;2591;40569;7258;0;4377;-2642;809;-2780;32;;;;;;0;22;180;0;2116;477;0;4060;247;70;132;421;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;06:30;51582;53500;51800;204;53;2779;41127;7077;0;4768;-2623;814;-2617;33;-867;-1170;-3820;-3700;6855;2;22;180;0;2116;664;0;4043;495;230;135;421;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;06:45;53021;54900;53300;204;52;2655;41024;7054;0;5014;-433;818;-3367;31;;;;;;2;22;180;0;2116;540;0;4185;626;203;136;420;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;07:00;54702;56300;54800;203;51;2796;41110;6972;0;5123;-433;809;-1929;32;-2288;2250;-3343;-3133;5831;1;22;180;0;2115;682;0;4285;566;272;131;424;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;07:15;56053;57550;56050;204;50;2897;41366;6786;0;5452;-430;805;-1077;32;;;;;;2;22;180;0;2116;783;0;4506;702;244;131;416;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;07:30;57147;58800;57300;204;52;3059;41959;6658;0;5717;-419;799;-882;33;-2288;2250;-3343;-3133;5351;2;22;180;0;2116;944;0;4614;754;349;135;399;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;07:45;58121;59600;58350;204;50;3240;42226;6352;198;6460;-90;774;-1293;33;;;;;;2;22;180;0;2115;1126;0;4750;771;939;134;379;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;08:00;59357;60400;59400;204;50;3566;42296;6174;203;7596;-90;763;-1405;35;-2776;2000;-3152;-2698;5760;2;22;180;0;2116;1452;0;4801;1069;1726;133;367;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;08:15;59249;60800;59350;204;50;4045;41864;5973;237;7265;-90;751;-1050;38;;;;;;2;22;180;0;2120;1926;0;4881;1018;1366;135;366;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;08:30;59293;61200;59300;204;52;4178;41986;5702;291;7370;-36;706;-1160;39;-2776;2000;-3152;-2698;5560;2;22;180;0;2121;2058;0;4909;1012;1449;136;315;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;08:45;59366;61250;59400;204;50;4379;42104;5524;359;7506;-35;690;-1415;40;;;;;;2;22;180;0;2120;2261;0;4952;987;1567;134;300;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;09:00;59454;61300;59500;204;51;4449;42165;5162;431;7535;-35;691;-1199;41;-3027;2000;-2514;-2619;4377;2;22;180;0;2132;2319;0;4940;991;1604;136;297;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;09:15;59340;61350;59450;204;51;4663;42155;4892;699;7523;0;670;-1517;42;;;;;;2;22;180;0;2135;2529;0;4982;965;1576;122;297;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;09:30;59360;61400;59400;204;50;4803;42190;4688;1008;7387;0;684;-1654;43;-3027;2000;-2514;-2619;4256;2;22;180;0;2133;2671;0;5056;901;1430;125;299;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;09:45;59589;61400;59400;204;51;5069;42186;4635;1347;7491;-164;685;-1915;44;;;;;;2;22;180;0;2134;2937;0;5184;782;1525;124;301;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;10:00;59407;61400;59400;203;52;5066;42138;4448;1692;7572;-164;675;-2275;44;-2958;2000;-3030;-2674;2539;1;22;180;0;2136;2931;0;5200;742;1630;119;301;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;10:15;59592;61300;59550;203;49;5301;42207;4303;2048;8767;-164;679;-3801;44;;;;;;1;22;180;0;2124;3179;0;5123;1474;2170;121;304;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;10:30;59741;61200;59700;204;51;5220;42259;4211;2401;8335;-164;683;-3459;44;-2958;2000;-3030;-2674;2538;2;22;180;0;2127;3094;0;5176;1431;1728;123;303;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;10:45;59315;61050;59600;204;51;5204;42144;4142;2732;7758;-164;680;-3436;44;;;;;;2;22;180;0;2127;3079;0;5194;1206;1358;120;303;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;11:00;59549;60900;59500;204;51;5194;42214;4100;3082;7749;-163;682;-3564;44;-2994;1950;-3000;-2743;2271;2;22;180;0;2128;3067;0;5197;1200;1352;123;302;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;11:15;59380;61000;59550;204;51;5196;42244;4153;3235;7972;0;684;-4359;44;;;;;;2;22;180;0;2125;3072;0;5359;1145;1468;124;303;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;11:30;59330;61100;59600;204;48;5221;42248;4143;3437;8076;0;690;-4737;44;-2994;1950;-3000;-2724;2308;2;22;180;0;2123;3099;0;5408;1186;1482;126;304;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;11:45;59633;61250;59700;204;50;5237;42266;4240;3640;7887;0;687;-4578;44;;;;;;2;22;180;0;2124;3114;0;5390;1191;1306;127;302;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;12:00;59699;61400;59800;203;50;5283;42195;4412;3873;7778;0;678;-4773;44;-2099;1950;-2996;-3338;326;1;22;180;0;2123;3162;0;5316;1195;1267;126;302;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;12:15;59462;60800;59250;204;51;5296;42274;4412;3834;8001;0;681;-5291;44;;;;;;2;22;180;0;2116;3181;0;5279;1336;1386;124;302;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;12:30;58843;60200;58700;204;51;5329;42284;4548;3900;7626;0;689;-5788;44;-2099;1950;-2996;-3338;155;2;22;180;0;2115;3215;0;5260;989;1377;124;308;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;12:45;58491;59500;58050;203;49;5425;42242;4632;3927;7542;0;683;-6212;44;;;;;;1;22;180;0;2113;3313;0;5216;1006;1320;124;304;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;13:00;57714;58800;57400;203;49;5395;42185;4587;3966;7616;0;684;-6971;44;-2001;1950;-3046;-3598;-1582;1;22;180;0;2112;3284;0;5167;1054;1395;129;303;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;13:15;56946;58300;56950;203;51;5554;42285;4763;3944;8270;0;692;-8816;45;;;;;;1;22;180;0;2110;3445;0;5239;1212;1819;126;304;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;13:30;56549;57800;56500;203;51;5616;42237;4822;3801;7688;0;688;-8557;45;-2001;1950;-3046;-3598;-1763;1;22;180;0;2112;3506;0;5167;985;1536;126;309;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;13:45;56500;57650;56400;204;49;5607;42275;4969;3785;7588;0;686;-8663;45;;;;;;2;22;180;0;2112;3496;0;5093;932;1563;125;306;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;14:00;56538;57500;56300;204;50;5603;42255;4862;3778;7589;0;670;-8473;45;-959;1950;-3554;-3377;-2345;2;22;180;0;2117;3488;0;5047;1066;1476;118;305;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;14:15;56546;57500;56300;204;48;5731;42316;4859;3511;8017;0;688;-8828;46;;;;;;2;22;180;0;2120;3613;0;5143;1330;1544;123;304;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;14:30;56509;57500;56300;204;49;5787;42330;4680;3297;7975;0;683;-8496;47;-959;1950;-3554;-3377;-2756;2;22;180;0;2121;3667;0;5157;1308;1510;124;303;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;14:45;56647;57150;56000;204;48;6052;42370;4675;3091;8400;0;688;-8881;48;;;;;;2;22;180;0;2130;3923;0;5103;1428;1869;122;307;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;15:00;56424;56800;55700;203;49;6013;42338;4754;2868;8122;0;684;-8607;48;-12;2300;-3749;-3700;-3189;1;22;180;0;2147;3867;0;4995;1375;1752;128;305;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;15:15;56381;56400;55350;204;47;6233;42279;4918;2499;8336;0;695;-8830;49;;;;;;2;22;180;0;2152;4083;0;5158;1476;1702;128;307;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;15:30;55625;56000;55000;204;48;6295;42337;4789;2110;8775;0;700;-9633;50;-12;2300;-3749;-3700;-3697;2;22;180;0;2151;4145;0;5223;1507;2045;129;306;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;15:45;55506;55450;54850;204;48;6368;42317;4875;1757;8564;0;690;-9317;51;;;;;;2;22;180;0;2151;4218;0;5091;1507;1966;123;309;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;16:00;55118;54900;54700;203;49;6396;42265;4741;1365;8666;0;678;-9245;51;518;2300;-3727;-3462;-5139;1;22;180;0;2154;4243;0;5166;1570;1930;125;306;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;16:15;54869;54800;54600;204;46;6405;42359;4699;1067;9213;0;690;-9814;51;;;;;;2;22;180;0;2155;4252;0;5206;1895;2112;125;307;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;16:30;54718;54700;54500;203;47;6388;42372;4756;762;9519;0;689;-10018;51;518;2300;-3727;-3662;-5211;1;22;180;0;2155;4234;0;5313;1904;2302;126;306;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;16:45;54480;55000;54800;204;48;6439;42390;4511;505;10157;0;692;-10466;51;;;;;;2;22;180;0;2153;4287;0;5364;1945;2848;128;307;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;17:00;54918;55300;55100;203;48;6419;42371;4506;299;10189;0;692;-9809;51;1031;2300;-3654;-3500;-4334;1;22;180;0;2155;4265;0;5467;1895;2827;128;308;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;17:15;56134;56350;56200;204;47;6410;42424;4585;233;10277;0;693;-8739;51;;;;;;2;22;180;0;2158;4254;0;5821;1844;2612;125;311;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;17:30;56892;57400;57300;203;47;6505;42433;4646;214;10996;0;687;-8839;51;1031;2300;-3654;-3482;-4117;1;22;180;0;2159;4347;0;5855;1994;3147;123;307;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;17:45;57904;58500;58400;203;47;6638;42461;4694;201;11381;0;692;-8413;51;;;;;;1;22;180;0;2159;4480;0;5923;2242;3216;129;306;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;18:00;58687;59600;59500;203;47;6630;42493;4816;0;11421;0;691;-7614;51;996;2100;-3685;-1886;-3108;1;22;180;0;2159;4472;0;6000;2240;3181;128;306;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;18:15;59323;60400;60350;204;45;6411;42497;4937;0;10251;-16;691;-5697;51;;;;;;2;22;180;0;2165;4248;0;6111;2297;1843;125;309;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;18:30;59986;61200;61200;201;47;6482;42494;5029;0;10913;-43;693;-5830;50;996;2100;-3685;-1838;-2891;0;22;180;0;2164;4319;0;6173;2458;2282;130;306;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;18:45;61090;62050;62050;256;46;6492;42422;5194;0;11357;-51;694;-5320;51;;;;;;54;22;180;0;2164;4330;0;6239;2781;2337;128;309;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;19:00;61601;62900;62900;327;46;6446;42452;5353;0;11379;-57;690;-5035;51;1254;1755;-3891;-2642;-1308;125;22;180;0;2167;4280;0;6252;2759;2368;126;307;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;19:15;61072;62350;62350;292;44;6329;42423;5323;0;10707;-55;686;-4677;50;;;;;;90;22;180;0;2170;4160;0;5998;2399;2310;121;308;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;19:30;60694;61800;61800;203;46;6296;42440;5259;0;10628;-55;689;-4812;49;1254;1755;-3891;-2457;-1392;1;22;180;0;2170;4127;0;5974;2352;2302;125;307;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;19:45;59748;60900;60900;203;45;6008;42438;5385;0;10018;-57;692;-4984;48;;;;;;1;22;180;0;2169;3840;0;5858;2130;2030;130;305;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;20:00;58752;60000;60000;204;45;6066;42465;5211;0;9945;-57;695;-5822;49;-352;751;-3666;-2878;-1205;2;22;180;0;2174;3893;0;5900;2079;1966;129;309;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;20:15;57810;59000;59000;203;45;6384;42438;5193;0;10064;-53;692;-7156;50;;;;;;1;22;180;0;2179;4206;0;5673;2040;2351;133;308;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;20:30;56711;58000;58000;203;44;6328;42422;5276;0;9313;-55;685;-7505;51;-352;751;-3666;-2628;-1175;1;22;180;0;2180;4149;0;5615;1470;2228;130;310;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;20:45;56068;57050;57050;203;43;6101;42404;5489;0;8456;-55;696;-7269;50;;;;;;1;22;180;0;2179;3924;0;5609;1088;1759;131;310;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;21:00;54948;56100;56100;203;44;6068;42424;5423;0;8364;0;706;-8284;50;-1501;1448;-3324;-2908;-2966;1;22;180;0;2177;3892;0;5615;1101;1648;130;312;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;21:15;54309;55400;55400;204;43;6180;42486;5528;0;8778;0;700;-9610;50;;;;;;2;22;180;0;2172;4010;0;5520;1094;2164;131;307;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;21:30;53584;54700;54700;203;45;5823;42463;5570;0;8357;0;681;-9558;48;-1501;1448;-3324;-2658;-3005;1;22;180;0;2176;3648;0;5418;1037;1902;127;311;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;21:45;52838;54150;54150;201;43;5622;42415;5506;0;7903;0;686;-9538;47;;;;;;0;22;180;0;2173;3451;0;5315;999;1589;127;310;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;22:00;52529;53600;53600;202;43;5482;42417;5457;0;7240;0;701;-9013;47;-1084;2100;-3364;-3140;-2657;0;22;180;0;2177;3306;0;5301;874;1065;130;315;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;22:15;52537;53550;53800;201;42;4993;42342;5311;0;7400;0;700;-8452;44;;;;;;0;22;180;0;2176;2818;0;5241;844;1315;134;313;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;22:30;52923;53500;54000;203;44;4692;42379;5325;0;7419;0;701;-7840;42;-1084;2100;-3364;-2890;-1850;1;22;180;0;2178;2516;0;5309;864;1246;133;313;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;22:45;54264;54500;54650;202;42;4680;42348;5452;0;7353;0;691;-6504;42;;;;;;0;22;180;0;2178;2504;0;5312;821;1220;126;309;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;23:00;53792;55500;55300;203;41;4681;42364;5591;0;7379;0;699;-7166;42;689;2027;-3197;-3700;-2382;1;22;180;0;2175;2507;0;5314;849;1216;131;310;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;23:15;53794;55200;55050;203;41;4726;42378;5627;0;7002;-35;696;-6844;42;;;;;;1;22;180;0;2175;2553;0;5225;667;1110;132;310;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;23:30;52990;54900;54800;204;41;4661;42306;5742;0;6342;-36;693;-6963;42;689;2027;-3197;-3420;-2232;2;22;180;0;2174;2488;0;5245;593;504;133;310;257;ND;ND;ND;ND;ND
France;Données temps réel;05/01/2023;23:45;53069;54150;54100;203;42;4592;42142;5916;0;6121;-35;697;-6609;42;;;;;;1;22;180;0;2169;2424;0;5151;539;431;135;307;257;ND;ND;ND;ND;ND
RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
