Périmètre;Nature;Date;Heures;Consommation;Prévision J-1;Prévision J;Fioul;Charbon;Gaz;Nucléaire;Eolien;Solaire;Hydraulique;Pompage;Bioénergies;Ech. physiques;Taux de Co2;Ech. comm. Angleterre;Ech. comm. Espagne;Ech. comm. Italie;Ech. comm. Suisse;Ech. comm. Allemagne-Belgique;Fioul - TAC;Fioul - Cogén.;Fioul - Autres;Gaz - TAC;Gaz - Cogén.;Gaz - CCG;Gaz - Autres;Hydraulique - Fil de l?eau + éclusée;Hydraulique - Lacs;Hydraulique - STEP turbinage;Bioénergies - Déchets;Bioénergies - Biomasse;Bioénergies - Biogaz; Stockage batterie;Déstockage batterie;Eolien terrestre;Eolien offshore;Consommation corrigée
France;Données temps réel;06/01/2023;06:30;51924;54000;52200;204;38;2820;40787;6864;0;4479;-3021;701;-948;33;1217;1668;-3158;-3684;2961;2;22;180;0;2166;655;0;4165;314;0;136;307;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;06:45;53700;55600;53700;204;36;2991;41302;6948;0;4733;-1939;703;-1278;33;;;;;;2;22;180;0;2166;826;0;4322;411;0;138;307;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;07:00;55044;57200;55200;204;36;3018;41182;6940;0;4942;-1797;702;-183;33;1046;2452;-3374;-3667;4895;2;22;180;0;2166;853;0;4350;397;195;139;307;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;07:15;56591;58350;56550;204;36;3079;40901;6980;0;5082;-1435;692;1052;33;;;;;;2;22;180;0;2164;917;0;4513;416;153;131;304;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;07:30;57693;59500;57900;204;36;3204;40881;6733;0;5149;-635;696;1425;34;1046;2452;-3374;-3667;4784;2;22;180;0;2165;1040;0;4508;483;158;133;305;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;07:45;58535;60500;58750;203;36;3290;41104;6727;203;5621;-580;699;1232;34;;;;;;1;22;180;0;2166;1126;0;4619;769;233;135;305;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;08:00;59353;61500;59600;202;36;3405;40907;6761;204;6565;-580;695;1158;34;-2107;2590;-3362;-3402;6128;0;22;180;0;2164;1242;0;4691;1123;751;138;304;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;08:15;59578;61650;59650;204;36;3390;41125;6647;250;7126;-55;705;150;34;;;;;;2;22;180;0;2169;1222;0;5023;1125;978;135;309;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;08:30;59675;61800;59700;204;36;3499;41308;6545;304;7488;-57;698;-350;34;-2107;2590;-3362;-3662;6266;2;22;180;0;2168;1333;0;5036;1231;1221;138;301;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;08:45;59838;61550;59750;203;36;3516;41361;6577;356;7403;-53;699;-260;34;;;;;;1;22;180;0;2169;1348;0;5048;1252;1103;135;310;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;09:00;59669;61300;59800;201;36;3606;41428;6466;418;7681;-53;693;-807;34;-2589;2590;-3334;-3066;4409;0;22;180;0;2174;1433;0;5109;1406;1166;130;308;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;09:15;59908;61350;60000;203;36;3476;41604;6277;673;8715;0;698;-1774;33;;;;;;1;22;180;0;2154;1323;0;5283;1599;1833;134;310;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;09:30;60030;61400;60200;204;38;3503;41665;6130;952;8767;0;542;-1771;32;-2589;2590;-3334;-3066;4412;2;22;180;0;2155;1349;0;5282;1584;1866;134;308;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;09:45;60214;61350;60200;202;38;3536;41671;6143;1258;8268;0;696;-1598;33;;;;;;0;22;180;0;2155;1382;0;5248;1568;1452;135;311;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;10:00;60154;61300;60200;202;38;3356;41623;6052;1590;9118;0;701;-2526;32;-3023;2590;-3190;-3045;2682;0;22;180;0;2153;1204;0;5369;1405;2344;132;314;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;10:15;60578;60950;60550;204;38;3554;41786;6047;1922;9289;0;712;-2974;33;;;;;;2;22;180;0;2147;1408;0;5383;1241;2665;136;315;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;10:30;60742;60600;60900;202;38;3560;41799;6066;2282;8866;0;697;-2768;33;-3023;2590;-3190;-3048;2739;0;22;180;0;2147;1414;0;5491;1230;2145;131;314;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;10:45;60030;60600;60450;203;40;3594;41868;6036;2609;8615;0;702;-3637;33;;;;;;1;22;180;0;2147;1448;0;5542;1130;1943;133;313;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;11:00;59965;60600;60000;203;39;3482;41791;6151;2970;8366;0;696;-3733;32;-2873;2400;-2979;-3088;2498;1;22;180;0;2147;1336;0;5549;1066;1751;127;313;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;11:15;59944;60350;60000;204;39;3437;41908;6061;3110;8679;0;689;-4183;31;;;;;;2;22;180;0;2139;1300;0;5534;1247;1898;118;313;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;11:30;59979;60100;60000;203;39;3325;41949;6112;3450;8414;0;688;-4201;31;-2873;2400;-2979;-2951;2607;1;22;180;0;2139;1188;0;5534;1202;1678;122;314;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;11:45;60259;60400;60250;204;40;3513;41968;6113;3673;8094;-36;692;-4002;32;;;;;;2;22;180;0;2139;1376;0;5529;1204;1361;123;311;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;12:00;60259;60700;60500;203;40;3538;41932;6080;3904;7905;-35;685;-3993;32;-2534;2400;-3109;-3483;2713;1;22;180;0;2140;1399;0;5616;1119;1170;124;311;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;12:15;59598;60050;59800;203;40;3381;41850;6029;3851;7766;-36;685;-4171;31;;;;;;1;22;180;0;2119;1263;0;5454;1116;1196;120;309;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;12:30;59064;59400;59100;203;39;3348;41885;6141;3929;7113;-35;691;-4250;31;-2534;2400;-3109;-3343;2713;1;22;180;0;2117;1233;0;5330;1141;642;124;311;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;12:45;58776;58750;58600;204;40;3350;41911;6093;4042;6619;-35;694;-4142;31;;;;;;2;22;180;0;2117;1234;0;5220;980;419;122;311;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;13:00;58062;58100;58100;204;40;3282;41878;6113;4083;6484;-35;688;-4675;31;-3028;2600;-3005;-3547;1748;2;22;180;0;2117;1167;0;5186;933;365;122;311;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;13:15;57659;57700;57600;203;39;3548;41974;6211;3998;6794;-202;691;-5597;33;;;;;;1;22;180;0;2108;1442;0;5060;1137;597;123;312;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;13:30;57143;57300;57100;204;38;3408;41834;6069;3917;6371;-358;696;-5036;32;-3028;2600;-3005;-3663;1671;2;22;180;0;2107;1302;0;5013;876;482;131;312;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;13:45;56799;57350;57150;204;40;3442;41881;6002;3666;6369;-360;697;-5142;33;;;;;;2;22;180;0;2106;1337;0;5011;845;513;127;311;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;14:00;57014;57400;57200;203;40;3353;41752;5899;3588;6156;-364;692;-4305;32;-2918;2750;-3057;-3046;1622;1;22;180;0;2106;1248;0;4888;826;442;127;312;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;14:15;57206;57350;57000;204;40;3727;41916;5810;3284;6282;-196;701;-4562;35;;;;;;2;22;180;0;2106;1623;0;4965;875;442;132;312;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;14:30;56814;57300;56800;204;40;3859;42223;5785;3078;6272;-197;701;-5151;36;-2918;2750;-3057;-3196;1464;2;22;180;0;2108;1752;0;4946;844;482;133;313;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;14:45;56810;57200;56800;203;38;3933;42570;5763;2838;6411;-196;690;-5440;36;;;;;;1;22;180;0;2108;1826;0;4903;801;707;128;310;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;15:00;56536;57100;56800;202;38;4132;42804;5691;2669;6634;-196;690;-6128;37;-3027;2900;-3161;-3090;-547;0;22;180;0;2108;2025;0;4881;986;767;129;311;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;15:15;56499;56650;56400;204;38;4438;42924;5654;2318;7762;-163;702;-7378;38;;;;;;2;22;180;0;2106;2333;0;4981;1178;1603;132;311;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;15:30;55977;56200;56000;204;36;4573;42949;5583;2108;7485;-161;704;-7504;39;-3027;2900;-3161;-3090;-805;2;22;180;0;2106;2469;0;4826;1048;1611;132;311;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;15:45;55509;55700;55550;204;34;4808;43003;5596;1720;7567;-161;699;-7961;41;;;;;;2;22;180;0;2104;2706;0;4854;1112;1601;131;309;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;16:00;55127;55200;55100;203;33;5036;42699;5675;1443;7178;-162;691;-7669;43;-2654;2792;-3207;-3700;-1239;1;22;180;0;2106;2931;0;4827;1086;1265;137;306;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;16:15;54607;54850;54500;203;34;5274;42823;5589;1100;7469;-157;698;-8426;44;;;;;;1;22;180;0;2110;3165;0;5003;1048;1418;138;303;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;16:30;54351;54500;53900;204;34;5319;42802;5586;817;7472;0;704;-8587;45;-2654;2792;-3207;-3700;-1628;2;22;180;0;2110;3211;0;5015;1038;1419;139;307;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;16:45;54209;54700;54350;204;33;5347;42910;5586;571;8044;0;699;-9185;45;;;;;;2;22;180;0;2110;3238;0;5223;1153;1668;135;307;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;17:00;54721;54900;54800;202;34;5415;42832;5629;354;8065;0;705;-8515;45;-3025;2900;-3624;-2692;-1549;0;22;180;0;2110;3307;0;5291;1151;1623;139;310;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;17:15;55341;55950;55600;202;34;5367;42785;5758;245;8577;0;699;-8326;45;;;;;;0;22;180;0;2114;3255;0;5640;1183;1754;136;308;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;17:30;56434;57000;56400;204;35;5523;42981;5909;211;9102;0;705;-8236;45;-3025;2900;-3624;-2692;-1524;2;22;180;0;2114;3411;0;5832;1236;2034;136;311;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;17:45;57562;58000;57500;204;34;5791;43111;5899;196;9797;0;702;-8172;46;;;;;;2;22;180;0;2115;3677;0;5996;1345;2456;132;313;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;18:00;58316;59000;58600;204;34;5786;43134;5922;0;10305;0;699;-7768;46;-2732;2350;-3357;-2517;-943;2;22;180;0;2114;3673;0;6033;1786;2486;136;306;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;18:15;58452;59700;59000;204;34;5526;43015;6006;0;10505;0;701;-7539;44;;;;;;2;22;180;0;2118;3409;0;6110;1912;2483;140;304;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;18:30;59090;60400;59400;204;34;5476;43045;6236;0;10596;0;711;-7212;44;-2732;2350;-3357;-2495;-497;2;22;180;0;2119;3358;0;6127;1936;2533;140;314;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;18:45;59545;61200;59850;202;34;5524;43018;6326;0;10711;0;710;-6980;44;;;;;;0;22;180;0;2118;3407;0;6173;2022;2516;141;312;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;19:00;59833;62000;60300;204;34;5564;43148;6337;0;10689;0;707;-6850;44;-1995;2350;-3718;-2912;-758;2;22;180;0;2118;3447;0;6120;2002;2567;135;315;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;19:15;59395;61550;59800;204;35;5561;43223;6459;0;10340;-33;708;-7102;44;;;;;;2;22;180;0;2125;3437;0;6050;1862;2428;142;309;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;19:30;59267;61100;59300;204;35;5531;43195;6747;0;10260;-45;711;-7371;44;-1995;2350;-3718;-2912;-687;2;22;180;0;2123;3410;0;6074;1849;2337;142;312;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;19:45;58115;60350;58600;204;35;5447;43136;6792;0;9301;-51;707;-7456;44;;;;;;2;22;180;0;2126;3323;0;6030;1459;1812;141;310;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;20:00;57752;59600;57900;203;35;5408;43390;6959;0;9068;-51;702;-7962;43;-2259;2247;-3892;-3698;-848;1;22;180;0;2124;3285;0;6000;1469;1599;135;310;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;20:15;56742;58700;56855;204;36;5420;43466;6998;0;8870;-51;707;-8908;44;;;;;;2;22;180;0;2100;3322;0;5821;1203;1846;139;314;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;20:30;56024;57800;55810;203;36;5079;43477;7128;0;8273;-51;694;-8815;42;-2259;2247;-3892;-3698;-743;1;22;180;0;2100;2981;0;5786;1173;1314;137;304;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;20:45;55155;57000;55180;203;37;4734;43479;7114;0;7844;-51;699;-8904;40;;;;;;1;22;180;0;2101;2634;0;5603;1034;1207;140;304;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;21:00;54187;56200;54550;200;37;4019;43155;7221;0;7896;-51;700;-8990;36;-2328;1830;-3706;-3700;-295;0;22;180;0;2102;1919;0;5638;1008;1250;138;303;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;21:15;53785;55400;53955;200;37;3666;42848;7275;0;7629;-53;700;-8517;34;;;;;;0;22;180;0;2101;1567;0;5436;871;1322;141;300;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;21:30;52975;54600;53360;200;37;3002;42562;7340;0;7499;0;688;-8353;30;-2328;1830;-3706;-3700;-215;0;22;180;0;2100;904;0;5397;846;1256;135;305;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;21:45;52558;53950;52780;200;38;2832;42480;7359;0;7262;0;694;-8307;29;;;;;;0;22;180;0;2103;730;0;5254;740;1268;139;302;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;22:00;52112;53300;52200;200;38;2589;42163;7417;0;6950;0;697;-7942;27;-1990;1937;-3706;-3700;498;0;22;180;0;2102;489;0;5297;732;921;136;305;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;22:15;52263;53600;52695;200;38;2766;42647;7341;0;6072;0;704;-7505;29;;;;;;0;22;180;0;2107;660;0;5062;647;363;132;310;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;22:30;52600;53900;53190;200;38;2799;42464;7368;0;5965;0;694;-6928;29;-1990;1937;-3706;-3700;1059;0;22;180;0;2104;696;0;5042;593;330;135;307;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;22:45;54111;54750;54060;200;39;2939;42897;7348;0;6250;0;694;-6256;30;;;;;;0;22;180;0;2106;835;0;5191;592;467;133;305;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;23:00;53627;55600;54930;200;39;2820;42713;7283;0;6105;0;693;-6226;29;-573;1942;-3706;-3700;724;0;22;180;0;2105;716;0;5173;625;307;135;309;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;23:15;53451;55300;54590;199;39;2479;42747;7280;0;6074;-476;698;-5589;27;;;;;;0;22;180;0;2108;372;0;5100;593;381;135;307;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;23:30;52944;55000;54250;200;39;2446;42670;7417;0;5864;-477;700;-5915;27;-573;1942;-3706;-3700;977;0;22;180;0;2109;339;0;5033;566;265;139;308;257;ND;ND;ND;ND;ND
France;Données temps réel;06/01/2023;23:45;53022;54150;53615;200;40;2515;42658;7405;0;5752;-678;699;-5569;28;;;;;;0;22;180;0;2107;410;0;4996;491;265;132;310;257;ND;ND;ND;ND;ND
RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
