Périmètre;Nature;Date;Heures;Consommation;Prévision J-1;Prévision J;Fioul;Charbon;Gaz;Nucléaire;Eolien;Solaire;Hydraulique;Pompage;Bioénergies;Ech. physiques;Taux de Co2;Ech. comm. Angleterre;Ech. comm. Espagne;Ech. comm. Italie;Ech. comm. Suisse;Ech. comm. Allemagne-Belgique;Fioul - TAC;Fioul - Cogén.;Fioul - Autres;Gaz - TAC;Gaz - Cogén.;Gaz - CCG;Gaz - Autres;Hydraulique - Fil de l?eau + éclusée;Hydraulique - Lacs;Hydraulique - STEP turbinage;Bioénergies - Déchets;Bioénergies - Biomasse;Bioénergies - Biogaz; Stockage batterie;Déstockage batterie;Eolien terrestre;Eolien offshore;Consommation corrigée
France;Données temps réel;03/01/2023;07:30;57710;60900;57900;203;40;5055;41558;4920;0;8698;-22;798;-3540;45;473;2400;-2864;-1790;-1996;2;21;180;0;2225;2831;0;5729;1241;1728;111;426;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;07:45;58777;61750;58750;203;40;5337;41696;4955;200;9430;-22;795;-3857;46;;;;;;2;21;180;0;2223;3115;0;5840;1566;2024;110;429;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;08:00;59597;62600;59600;203;39;5640;41734;5034;203;10048;-22;789;-4071;47;207;2501;-3220;-1413;-3401;2;21;180;0;2217;3425;0;5969;1601;2478;110;424;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;08:15;60089;62800;60000;202;39;5890;41688;5191;231;11614;0;786;-5552;47;;;;;;1;21;180;0;2227;3664;0;6058;1954;3602;108;421;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;08:30;60534;63000;60400;203;39;6010;41691;5170;250;11776;0;790;-5395;48;207;2501;-3220;-1413;-3379;2;21;180;0;2230;3781;0;6126;1922;3728;108;425;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;08:45;60634;62850;60500;203;40;6095;41791;5191;294;11720;0;790;-5490;48;;;;;;2;21;180;0;2234;3862;0;6239;1863;3618;107;425;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;09:00;60627;62700;60600;203;40;6098;41763;5234;304;11573;0;798;-5386;49;-655;2295;-3541;-1379;-2592;2;21;180;0;2236;3863;0;6223;1888;3462;110;429;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;09:15;60394;62700;60650;203;41;6292;41792;5144;491;11724;0;801;-6094;50;;;;;;2;21;180;0;2233;4060;0;6333;1954;3437;112;431;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;09:30;60697;62700;60700;203;41;6303;41828;5115;743;11426;0;797;-5759;50;-655;2295;-3541;-1379;-2540;2;21;180;0;2237;4068;0;6285;1999;3142;110;430;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;09:45;60775;62550;60750;203;39;6336;41817;5091;1052;11459;0;791;-6013;50;;;;;;2;21;180;0;2236;4101;0;6317;1975;3167;109;425;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;10:00;60844;62400;60800;202;40;6296;41817;5110;1373;11251;0;793;-6038;49;-1358;2000;-3468;-1568;-3155;1;21;180;0;2227;4070;0;6366;1965;2920;109;426;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;10:15;60889;62350;60700;203;40;6338;41792;5116;1706;12010;0;788;-7104;49;;;;;;2;21;180;0;2221;4119;0;6243;2935;2832;107;424;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;10:30;60577;62300;60600;203;39;6329;41799;5103;2079;11899;0;773;-7647;48;-1358;2000;-3468;-1568;-3151;2;21;180;0;2222;4109;0;6227;2954;2718;110;407;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;10:45;60637;62250;60500;203;39;6209;41845;5131;2456;11535;0;775;-7556;48;;;;;;2;21;180;0;2213;3998;0;6116;2877;2542;114;404;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;11:00;60504;62200;60400;203;39;6147;41816;5051;2836;11395;0;771;-7754;47;-1911;2000;-3642;-2161;-1448;2;21;180;0;2209;3940;0;6116;2885;2394;110;405;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;11:15;60659;62350;60500;203;39;6317;41810;5091;3254;10720;0;772;-7547;48;;;;;;2;21;180;0;2191;4128;0;6091;2263;2366;111;404;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;11:30;60617;62500;60600;203;40;6256;41801;5180;3523;10273;0;781;-7440;48;-1911;2000;-3642;-2161;-1448;2;21;180;0;2197;4061;0;6078;2150;2045;116;408;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;11:45;60785;62550;60900;202;41;6290;41774;5271;3805;10288;0;790;-7676;48;;;;;;1;21;180;0;2203;4088;0;6018;2049;2221;113;419;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;12:00;60823;62600;61200;203;40;6355;41809;5393;3997;10360;0;791;-8125;48;-2010;2000;-3350;-2887;-2326;2;21;180;0;2229;4127;0;6005;2063;2292;114;420;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;12:15;60349;61800;60400;203;41;6249;41818;5471;4054;10263;0;785;-8535;47;;;;;;2;21;180;0;2230;4020;0;5936;2092;2235;116;413;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;12:30;59806;61000;59600;203;40;6183;41795;5620;4175;9921;0;777;-8908;47;-2010;2000;-3350;-2887;-2241;2;21;180;0;2225;3960;0;5874;1986;2061;121;408;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;12:45;59179;59800;58400;203;39;6041;41782;5669;4207;9575;0;797;-9134;47;;;;;;2;21;180;0;2212;3830;0;5721;1983;1871;125;416;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;13:00;58508;58600;57200;202;40;5869;41792;5722;4294;9251;0;793;-9455;46;-2406;2000;-3540;-3000;-2680;1;21;180;0;2200;3671;0;5740;1916;1595;128;414;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;13:15;58160;58400;57050;203;39;6021;41779;5925;4168;8913;0;807;-9695;47;;;;;;2;21;180;0;2192;3830;0;5749;1387;1777;123;419;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;13:30;57574;58200;56900;203;38;6025;41771;5957;4027;8901;0;806;-10154;47;-2406;2000;-3540;-3000;-2639;2;21;180;0;2189;3838;0;5727;1397;1777;130;419;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;13:45;57698;58300;57100;203;39;5900;41773;6176;4040;8536;0;801;-9770;46;;;;;;2;21;180;0;2198;3704;0;5685;1320;1531;130;417;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;14:00;57538;58400;57300;203;37;5955;41766;6286;3864;8630;0;806;-10009;47;-2626;2000;-3852;-2949;-2963;2;21;180;0;2205;3752;0;5702;1343;1585;131;418;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;14:15;57802;58100;57050;203;37;6350;41698;6500;3606;9088;0;814;-10494;49;;;;;;2;21;180;0;2200;4151;0;5671;1436;1981;133;420;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;14:30;57370;57800;56800;203;39;6274;41694;6661;3340;9092;0;812;-10745;48;-2626;2000;-3852;-2949;-3125;2;21;180;0;2199;4076;0;5699;1480;1913;133;420;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;14:45;57627;57450;56550;203;37;6283;41681;6795;3145;9250;-1;812;-10578;48;;;;;;2;21;180;0;2187;4097;0;5776;1437;2037;131;421;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;15:00;57064;57100;56300;201;37;6295;41645;6848;2787;9140;0;809;-10698;49;-2376;2000;-4111;-3084;-3176;0;21;180;0;2192;4104;0;5716;1434;1990;132;430;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;15:15;57225;56900;56150;203;37;6373;41665;7076;2561;9440;0;824;-10954;49;;;;;;2;21;180;0;2188;4186;0;5816;1411;2213;134;435;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;15:30;56604;56700;56000;203;37;6313;41652;7110;2278;9150;0;830;-10969;49;-2376;2000;-4111;-3084;-3230;2;21;180;0;2203;4111;0;5789;1359;2002;133;441;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;15:45;56529;56500;55900;203;37;6206;41601;7261;2217;9032;-44;829;-10813;48;;;;;;2;21;180;ND;2202;4005;0;5760;1328;1943;133;440;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;16:00;56455;56300;55800;203;37;6099;41550;7412;2156;8914;-87;829;-10656;48;-2050;2000;-4136;-2108;-5455;2;21;180;ND;2201;3898;0;5732;1298;1884;133;440;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;16:15;56380;56150;55700;203;37;5991;41499;7563;2095;8795;-131;828;-10500;47;;;;;;2;21;180;ND;2200;3792;0;5703;1267;1826;133;439;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;16:30;56305;56000;55600;203;37;5884;41448;7714;2033;8677;-175;828;-10343;47;-2050;2000;-4136;-2108;-5455;2;21;180;ND;2199;3686;0;5674;1236;1767;133;439;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;16:45;56231;56450;56050;202;37;5777;41396;7864;1972;8559;-219;827;-10187;46;;;;;;1;21;180;ND;2198;3580;0;5646;1205;1708;133;438;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;17:00;56156;56900;56500;202;38;5670;41345;8015;1911;8441;-262;826;-10030;45;-2774;2000;-4136;-2317;-2072;1;21;180;ND;2197;3473;0;5617;1175;1649;133;438;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;17:15;56081;58150;57700;202;38;5562;41294;8166;1850;8323;-306;826;-9874;45;;;;;;1;21;180;ND;2196;3367;0;5588;1144;1590;133;437;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;17:30;56007;59400;58900;202;38;5455;41243;8317;1789;8204;-350;825;-9717;44;-2774;2000;-4136;-2317;-1972;1;21;180;ND;2195;3261;0;5560;1113;1531;133;437;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;17:45;55932;60700;60200;202;38;5348;41192;8468;1728;8086;-394;825;-9561;44;;;;;;1;21;180;ND;2195;3154;0;5531;1083;1473;134;436;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;18:00;54190;62000;61500;202;38;5241;41141;8619;0;7968;-437;824;-9404;43;-2530;1950;-3982;-2372;-727;1;21;180;ND;2194;3048;0;5502;1052;1414;134;435;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;18:15;54178;62450;61900;202;38;5133;41090;8770;0;7850;-481;824;-9248;43;;;;;;1;21;180;ND;2193;2942;0;5474;1021;1355;134;435;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;18:30;54164;62900;62300;202;38;5026;41039;8921;0;7732;-525;823;-9091;42;-2530;1950;-3982;-2372;55;1;21;180;ND;2192;2835;0;5445;991;1296;134;434;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;18:45;54150;63550;62950;201;38;4919;40987;9071;0;7613;-569;822;-8935;41;;;;;;0;21;180;ND;2191;2729;0;5416;960;1237;134;434;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;19:00;54137;64200;63600;201;38;4812;40936;9222;0;7495;-612;822;-8778;41;-1579;1370;-3577;-2561;-147;0;21;180;ND;2190;2623;0;5388;929;1178;134;433;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;19:15;54123;63550;62950;201;38;4704;40885;9373;0;7377;-656;821;-8622;40;;;;;;0;21;180;ND;2189;2517;0;5359;898;1120;134;433;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;19:30;54109;62900;62300;201;38;4597;40834;9524;0;7259;-700;821;-8465;40;-1579;1370;-3577;-2561;352;0;21;180;ND;2188;2410;0;5330;868;1061;134;432;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;19:45;54096;62100;61550;201;39;4490;40783;9675;0;7141;-744;820;-8309;39;;;;;;0;21;180;ND;2187;2304;0;5302;837;1002;134;432;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;20:00;54083;61300;60800;201;39;4383;40732;9826;0;7022;-787;819;-8152;38;-3028;-420;-3383;-3385;2208;0;21;180;ND;2186;2198;0;5273;806;943;134;431;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;20:15;54069;60250;59750;201;39;4276;40681;9977;0;6904;-831;819;-7996;38;;;;;;0;21;180;ND;2185;2091;0;5244;776;884;134;430;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;20:30;54055;59200;58700;201;39;4168;40630;10128;0;6786;-875;818;-7839;37;-3028;-420;-3383;-3385;2921;0;21;180;ND;2184;1985;0;5215;745;826;134;430;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;20:45;54042;58150;57650;201;39;4061;40579;10279;0;6668;-918;818;-7683;37;;;;;;0;21;180;ND;2183;1879;0;5187;714;767;134;429;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;21:00;54028;57100;56600;200;39;3954;40527;10429;0;6549;-962;817;-7526;36;-2932;0;-3936;-3700;861;0;21;180;ND;2182;1773;0;5158;683;708;134;429;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;21:15;54014;56350;55900;200;39;3847;40476;10580;0;6431;-1006;816;-7370;36;;;;;;0;21;180;ND;2181;1666;0;5129;653;649;134;428;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;21:30;54002;55600;55200;200;39;3739;40425;10731;0;6313;-1050;816;-7213;35;-2932;0;-3936;-3700;1413;0;21;180;ND;2180;1560;0;5101;622;590;134;428;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;21:45;53988;54850;54450;200;39;3632;40374;10882;0;6195;-1093;815;-7057;34;;;;;;0;21;180;ND;2179;1454;0;5072;591;531;134;427;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;22:00;53974;54100;53700;200;39;3525;40323;11033;0;6077;-1137;815;-6900;34;-1964;-1883;-3936;-3700;2750;0;21;180;ND;2179;1347;0;5043;561;473;135;426;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;22:15;53961;54250;53800;200;39;3418;40272;11184;0;5958;-1181;814;-6744;33;;;;;;0;21;180;ND;2178;1241;0;5015;530;414;135;426;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;22:30;53947;54400;53900;200;39;3310;40221;11335;0;5840;-1225;814;-6587;33;-1964;-1883;-3936;-3700;3880;0;21;180;ND;2177;1135;0;4986;499;355;135;425;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;22:45;53933;55500;54900;200;40;3203;40170;11486;0;5722;-1268;813;-6431;32;;;;;;0;21;180;ND;2176;1028;0;4957;469;296;135;425;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;23:00;53920;56600;55900;199;40;3096;40118;11636;0;5604;-1312;812;-6274;31;-369;-2400;-3791;-3700;4278;0;21;180;ND;2175;922;0;4929;438;237;135;424;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;23:15;53907;56500;55750;199;40;2989;40067;11787;0;5486;-1356;812;-6118;31;;;;;;0;21;180;ND;2174;816;0;4900;407;178;135;424;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;23:30;53893;56400;55600;199;40;2881;40016;11938;0;5367;-1400;811;-5961;30;-369;-2400;-3791;-3700;4836;0;21;180;ND;2173;710;0;4871;376;120;135;423;257;ND;ND;ND;ND;ND
France;Données temps réel;03/01/2023;23:45;53880;55700;54800;199;40;2774;39965;12089;0;5249;-1443;811;-5805;30;;;;;;0;21;180;ND;2172;603;0;4843;346;61;135;423;257;ND;ND;ND;ND;ND
RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
