Périmètre;Nature;Date;Heures;Consommation;Prévision J-1;Prévision J;Fioul;Charbon;Gaz;Nucléaire;Eolien;Solaire;Hydraulique;Pompage;Bioénergies;Ech. physiques;Taux de Co2;Ech. comm. Angleterre;Ech. comm. Espagne;Ech. comm. Italie;Ech. comm. Suisse;Ech. comm. Allemagne-Belgique;Fioul - TAC;Fioul - Cogén.;Fioul - Autres;Gaz - TAC;Gaz - Cogén.;Gaz - CCG;Gaz - Autres;Hydraulique - Fil de l?eau + éclusée;Hydraulique - Lacs;Hydraulique - STEP turbinage;Bioénergies - Déchets;Bioénergies - Biomasse;Bioénergies - Biogaz; Stockage batterie;Déstockage batterie;Eolien terrestre;Eolien offshore;Consommation corrigée
France;Données temps réel;09/01/2023;04:30;45631;44900;45800;204;55;2443;36407;14048;0;4706;-3565;696;-9363;29;-1677;2600;-2698;-3680;-4487;2;22;180;0;2009;435;0;4167;539;0;136;302;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;04:45;45916;45300;46400;202;53;2440;36680;14156;0;4557;-3559;707;-9320;29;;;;;;0;22;180;0;2010;431;0;4061;496;0;143;309;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;05:00;46958;45700;47000;202;54;2442;36981;14461;0;4543;-3565;705;-8865;29;-756;2600;-3284;-3700;-3732;0;22;180;0;2010;433;0;4006;537;0;141;308;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;05:15;48011;46800;47950;203;54;2428;37788;14058;0;4704;-3463;699;-8460;28;;;;;;1;22;180;0;2012;417;0;4118;586;0;140;302;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;05:30;48540;47900;48900;203;55;2408;38777;14092;0;4775;-2975;696;-9491;27;-756;2600;-3284;-3700;-3732;1;22;180;0;2012;397;0;4183;591;1;141;291;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;05:45;49523;48950;49800;204;54;2511;39245;13933;0;4862;-3074;686;-8898;28;;;;;;2;22;180;0;2012;500;0;4150;711;1;141;293;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;06:00;50475;50000;50700;203;54;2550;39021;13771;0;5004;-2048;680;-8760;28;-162;2300;-3487;-3568;-3165;1;22;180;0;2012;539;0;4174;828;2;140;295;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;06:15;53087;52050;52600;200;54;2927;40043;13634;0;5509;-1984;700;-7996;30;;;;;;0;22;180;0;2014;914;0;4580;927;2;139;303;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;06:30;54288;54100;54500;204;55;3076;41284;13499;0;5548;-1979;698;-8097;30;-162;2300;-3487;-3568;-3475;2;22;180;0;2013;1064;0;4581;966;1;140;301;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;06:45;55806;55700;55950;204;53;3069;41771;13477;0;5868;-949;690;-8377;29;;;;;;2;22;180;0;2013;1057;0;4732;1135;1;135;299;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;07:00;57167;57300;57400;203;53;3251;42040;13274;0;6197;-947;684;-7588;30;-1297;2300;-3322;-3454;-2157;1;22;180;0;2011;1242;0;4766;1250;181;129;303;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;07:15;58859;59150;58900;204;54;3411;42273;13475;0;7177;-10;692;-8417;30;;;;;;2;22;180;0;2017;1395;0;5115;1680;382;131;303;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;07:30;60189;61000;60400;204;55;3653;42908;13431;0;7841;-10;708;-8601;31;-1297;2300;-3322;-3384;-2563;2;22;180;0;2017;1637;0;5143;1753;945;141;304;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;07:45;61206;61800;61350;204;55;3872;43286;13174;202;8127;-10;699;-8403;32;;;;;;2;22;180;0;2016;1857;0;5231;1720;1176;138;304;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;08:00;62338;62600;62300;204;55;4004;43531;12999;206;9571;-10;689;-8911;32;-3241;2300;-3368;-3253;-1968;2;22;180;0;2024;1982;0;5479;1878;2214;130;300;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;08:15;62923;62600;62850;204;55;4195;43709;13049;253;10390;0;683;-9615;32;;;;;;2;22;180;0;2025;2171;0;5808;2176;2406;121;301;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;08:30;63413;62600;63400;204;54;4471;43885;12875;314;10674;0;686;-9750;34;-3241;2300;-3368;-3276;-1974;2;22;180;0;2020;2452;0;5804;2228;2642;123;302;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;08:45;63412;62400;63350;204;53;4664;44069;12662;388;10653;-22;666;-9925;35;;;;;;2;22;180;0;2017;2648;0;5952;2188;2513;125;288;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;09:00;63275;62200;63300;204;53;4691;44197;12530;474;10875;-40;676;-10385;35;-3508;2174;-3303;-3659;-2427;2;22;180;0;2017;2675;0;6015;2193;2667;123;294;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;09:15;63230;62400;63550;203;53;4513;44236;12725;778;11180;-50;680;-11088;33;;;;;;1;22;180;0;2015;2499;0;6056;2368;2756;128;292;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;09:30;63775;62600;63800;203;53;4458;44274;13166;1084;10931;-50;664;-11008;33;-3508;2174;-3303;-3659;-2452;1;22;180;0;2012;2447;0;6027;2246;2658;118;292;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;09:45;63667;62650;63750;202;53;4455;44314;12944;1494;10640;-50;671;-11056;33;;;;;;0;22;180;0;2010;2447;0;5944;2210;2486;123;298;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;10:00;63683;62700;63700;202;54;4587;44357;12792;1857;10440;-50;679;-11235;34;-3508;2300;-3303;-3700;-3231;0;22;180;0;2009;2579;0;5942;2203;2295;122;306;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;10:15;63348;62650;63450;203;53;4804;44351;12807;2140;10182;-50;683;-11825;35;;;;;;1;22;180;0;2022;2783;0;5788;1971;2423;118;307;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;10:30;63224;62600;63200;203;53;4824;44386;12872;2570;9273;-50;679;-11586;35;-3508;2300;-3303;-3700;-3032;1;22;180;0;2033;2792;0;5770;1997;1506;118;304;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;10:45;63379;62500;63300;203;54;4821;44393;12832;2877;8915;0;667;-11383;35;;;;;;1;22;180;0;2035;2787;0;5680;1826;1409;113;304;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;11:00;63400;62400;63400;202;54;4621;44391;12890;3135;8750;0;677;-11320;34;-3528;2080;-3303;-3700;-3768;0;22;180;0;2032;2591;0;5699;1781;1270;117;305;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;11:15;63424;62550;63450;202;55;4638;44394;12827;3446;9009;0;670;-11817;34;;;;;;0;22;180;0;2028;2611;0;5657;1774;1578;113;296;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;11:30;63457;62700;63500;203;55;4599;44363;12785;3609;8905;0;662;-11724;33;-3528;2080;-3303;-3700;-3592;1;22;180;0;2034;2567;0;5618;1719;1568;109;296;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;11:45;63573;62800;63750;204;54;4629;44389;12869;3773;8913;0;662;-11920;33;;;;;;2;22;180;0;2038;2593;0;5692;1535;1686;109;293;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;12:00;63631;62900;64000;202;54;4579;44353;13013;3980;8679;0;652;-11881;33;-3528;2175;-3210;-2710;-4854;0;22;180;0;2040;2540;0;5691;1501;1487;108;290;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;12:15;63472;62350;63250;204;54;4673;44321;13083;4360;8539;0;674;-12436;34;;;;;;2;22;180;0;2037;2638;0;5589;1609;1341;114;298;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;12:30;62586;61800;62500;204;54;4476;44242;13294;4238;7866;0;670;-12458;33;-3528;2175;-3210;-2710;-5064;2;22;180;0;2035;2443;0;5594;1598;674;113;302;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;12:45;62025;61250;61850;203;53;4118;44256;13276;4342;7692;0;681;-12596;31;;;;;;1;22;180;0;2036;2084;0;5581;1500;611;116;305;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;13:00;61236;60700;61200;203;54;3900;44250;13339;4428;7354;0;673;-12965;30;-3510;2000;-3210;-1894;-6263;1;22;180;0;2035;1866;0;5556;1443;355;114;302;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;13:15;61189;60300;60950;203;54;4162;43909;13192;4460;7585;0;664;-13040;31;;;;;;1;22;180;0;2038;2125;0;5567;1377;641;111;300;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;13:30;60921;59900;60700;204;54;4130;43662;13339;4467;7527;0;667;-13129;31;-3510;2000;-3210;-1894;-6453;2;22;180;0;2036;2095;0;5514;1419;594;115;300;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;13:45;60778;60100;60900;203;55;4426;43666;13108;4221;7427;0;667;-12995;33;;;;;;1;22;180;0;2033;2395;0;5412;1290;725;116;296;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;14:00;61057;60300;61100;203;54;4409;43433;13040;3999;7378;0;667;-12126;33;-3336;2000;-3285;-1685;-6310;1;22;180;0;2050;2360;0;5424;1264;690;116;299;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;14:15;61199;60250;61000;204;55;4682;43388;13212;3661;7824;0;671;-12498;35;;;;;;2;22;180;0;2048;2636;0;5375;1496;953;109;299;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;14:30;60912;60200;60900;204;55;4743;43371;13022;3520;7846;0;666;-12515;35;-3336;2000;-3285;-1685;-6355;2;22;180;0;2048;2696;0;5345;1544;957;108;299;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;14:45;60864;60050;60950;203;56;4659;43372;13269;3021;8216;0;661;-12593;35;;;;;;1;22;180;0;2047;2613;0;5344;1627;1245;112;293;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;15:00;60695;59900;61000;201;56;4637;43259;13294;2939;8087;0;650;-12428;35;-3458;2000;-3237;-1095;-6561;0;22;180;0;2047;2591;0;5323;1552;1212;110;293;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;15:15;60598;59650;60750;204;56;4571;43319;13453;2467;7852;0;662;-11986;35;;;;;;2;22;180;0;2049;2523;0;5430;1339;1083;110;294;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;15:30;60528;59400;60500;204;56;4724;43393;13392;2140;8060;0;672;-12113;35;-3458;2000;-3237;-1095;-6619;2;22;180;0;2048;2677;0;5449;1353;1258;109;299;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;15:45;59981;59300;60050;203;56;4984;43363;13112;1778;8337;0;661;-12513;37;;;;;;1;22;180;0;2047;2939;0;5531;1369;1437;111;300;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;16:00;59755;59200;59600;202;56;4921;43343;12956;1449;8398;0;658;-12228;37;-3503;2000;-3237;-1710;-6099;0;22;180;0;2048;2875;0;5542;1578;1278;112;293;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;16:15;59884;59150;59500;203;53;4795;43347;12714;1175;8649;0;661;-11713;36;;;;;;1;22;180;0;2051;2745;0;5626;1723;1300;110;294;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;16:30;59528;59100;59400;204;57;4850;43380;12755;869;9059;0;661;-12307;37;-3503;2000;-3237;-1710;-6099;2;22;180;0;2050;2801;0;5680;1875;1504;109;293;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;16:45;59661;59350;59700;203;57;4939;43429;12720;559;9388;0;672;-12306;37;;;;;;1;22;180;0;2051;2889;0;5766;2099;1523;121;294;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;17:00;60000;59600;60000;203;57;5049;43440;12501;346;9734;0;674;-12004;38;-3465;2000;-3237;-1912;-5328;1;22;180;0;2052;2998;0;5765;2262;1707;121;297;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;17:15;60811;60650;61000;204;57;5087;43498;12284;268;10748;0;672;-12007;38;;;;;;2;22;180;0;2057;3031;0;5996;2579;2173;117;297;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;17:30;62034;61700;62000;203;57;5131;43910;12135;241;11963;0;677;-12283;37;-3465;2000;-3237;-1912;-5278;1;22;180;0;2055;3077;0;6144;2848;2971;120;301;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;17:45;63596;62300;63300;204;57;5352;43878;11888;203;12818;0;673;-11477;38;;;;;;2;22;180;0;2055;3299;0;6347;3213;3258;119;299;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;18:00;64393;62900;64600;203;57;5338;44092;11799;0;12953;0;680;-10729;38;-3528;2000;-3456;-3000;-2055;1;22;180;0;2054;3285;0;6543;3247;3163;123;299;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;18:15;64836;63300;65250;203;55;5265;44488;11854;0;12851;0;674;-10554;37;;;;;;1;22;180;0;2057;3210;0;6623;3112;3116;123;297;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;18:30;66234;63700;65900;203;55;5267;44534;11946;0;13526;0;686;-9983;37;-3528;2000;-3456;-3000;-1957;1;22;180;0;2058;3210;0;6703;3154;3669;127;301;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;18:45;67091;64300;66400;204;55;5354;44557;11849;0;14204;0;686;-9818;37;;;;;;2;22;180;0;2058;3297;0;6776;3682;3746;125;301;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;19:00;67553;64900;66900;204;55;5385;44527;11893;0;14657;0;680;-9848;37;-3528;901;-3143;-3656;-601;2;22;180;0;2060;3326;0;6806;3771;4080;122;301;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;19:15;66924;64550;66500;204;55;5370;44565;11600;0;14435;0;680;-9985;37;;;;;;2;22;180;0;2063;3309;0;6770;3825;3840;122;301;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;19:30;66647;64200;66100;203;55;5372;44550;11535;0;14402;0;681;-10151;37;-3528;901;-3143;-3598;-564;1;22;180;0;2064;3309;0;6746;3840;3816;121;303;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;19:45;65539;63350;65200;202;57;5284;44540;11273;0;13906;0;680;-10403;37;;;;;;0;22;180;0;2064;3222;0;6647;3592;3667;126;301;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;20:00;64890;62500;64300;204;56;5254;44552;10863;0;13906;0;686;-10631;37;-3518;145;-3293;-3700;144;2;22;180;0;2062;3193;0;6655;3642;3609;123;304;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;20:15;63921;61550;63300;203;57;5171;44555;10671;0;13449;0;682;-10867;37;;;;;;1;22;180;0;2065;3107;0;6494;3425;3530;124;300;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;20:30;62946;60600;62300;203;56;5169;44443;10329;0;12620;0;684;-10558;38;-3518;145;-3293;-3700;15;1;22;180;0;2065;3105;0;6504;3346;2770;127;304;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;20:45;62054;59800;61400;204;57;5104;44315;10281;0;12017;0;682;-10606;38;;;;;;2;22;180;0;2066;3040;0;6362;2871;2784;123;302;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;21:00;60754;59000;60500;203;56;5022;44358;10056;0;10786;-51;681;-10357;38;-3528;0;-3054;-3573;1508;1;22;180;0;2067;2956;0;6320;2103;2363;119;301;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;21:15;59891;58200;59650;204;57;4011;44275;9564;0;9996;-65;680;-8831;33;;;;;;2;22;180;0;2066;1946;0;6042;1760;2194;122;301;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;21:30;59195;57400;58800;202;56;3331;44228;9506;0;9804;-61;680;-8551;29;-3528;0;-3054;-3573;2226;0;22;180;0;2065;1267;0;6003;1784;2017;127;301;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;21:45;58327;56750;58100;202;55;2985;44211;9288;0;9305;-72;672;-8319;27;;;;;;0;22;180;0;2065;922;0;5940;1722;1643;122;298;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;22:00;57712;56100;57400;203;57;2791;44007;9333;0;8705;-72;673;-7985;27;-3437;1945;-2984;-3700;2127;1;22;180;0;2065;727;0;5868;1568;1269;121;301;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;22:15;57863;55900;57150;203;55;2838;44116;9357;0;8324;-457;682;-7255;27;;;;;;1;22;180;0;2066;773;0;5694;1423;1207;123;297;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;22:30;58277;55700;56900;202;55;2723;43931;9477;0;8186;-459;672;-6510;26;-3437;1945;-2984;-3700;2935;0;22;180;0;2068;656;0;5689;998;1499;124;298;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;22:45;59616;56950;57750;202;57;2872;44219;9463;0;8047;-458;676;-5462;27;;;;;;0;22;180;0;2067;806;0;5690;858;1499;122;300;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;23:00;59005;58200;58600;203;55;2839;44172;9295;0;6934;-462;674;-4705;28;-2475;2300;-2815;-3699;3220;1;22;180;0;2071;770;0;5658;565;711;121;297;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;23:15;58738;58050;58450;202;53;2707;43717;9360;0;6809;-810;682;-3982;27;;;;;;0;22;180;0;2040;668;0;5406;544;859;124;300;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;23:30;58202;57900;58300;200;55;2566;43554;9158;0;6681;-808;674;-3878;26;-2475;2300;-2815;-3699;3394;0;22;180;0;2024;543;0;5454;550;677;123;301;257;ND;ND;ND;ND;ND
France;Données temps réel;09/01/2023;23:45;58225;57200;57400;200;55;2673;43847;9065;0;5897;-1225;682;-2969;28;;;;;;0;22;180;0;2019;655;0;5400;495;2;126;299;257;ND;ND;ND;ND;ND
RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
