Périmètre;Nature;Date;Heures;Consommation;Prévision J-1;Prévision J;Fioul;Charbon;Gaz;Nucléaire;Eolien;Solaire;Hydraulique;Pompage;Bioénergies;Ech. physiques;Taux de Co2;Ech. comm. Angleterre;Ech. comm. Espagne;Ech. comm. Italie;Ech. comm. Suisse;Ech. comm. Allemagne-Belgique;Fioul - TAC;Fioul - Cogén.;Fioul - Autres;Gaz - TAC;Gaz - Cogén.;Gaz - CCG;Gaz - Autres;Hydraulique - Fil de l?eau + éclusée;Hydraulique - Lacs;Hydraulique - STEP turbinage;Bioénergies - Déchets;Bioénergies - Biomasse;Bioénergies - Biogaz; Stockage batterie;Déstockage batterie;Eolien terrestre;Eolien offshore;Consommation corrigée
France;Données temps réel;08/01/2023;05:00;42204;42300;42500;203;40;2385;32156;9930;0;3484;-3571;693;-3116;34;2728;3098;-2835;-3700;-2913;1;22;180;0;2014;372;0;3210;274;0;133;306;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;05:15;42524;42200;42250;203;41;2389;32506;9718;0;3565;-3468;692;-3122;34;;;;;;1;22;180;0;2014;376;0;3352;213;0;131;303;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;05:30;42243;42100;42000;204;40;2364;32848;9752;0;3565;-3464;692;-3758;34;2728;3098;-2835;-3700;-2913;2;22;180;0;2014;351;0;3361;204;0;133;304;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;05:45;42504;42450;42350;204;40;2554;32900;9674;0;3571;-3468;693;-3664;35;;;;;;2;22;180;0;2014;541;0;3344;227;0;133;302;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;06:00;42527;42800;42700;204;41;2575;33005;9520;0;3682;-3454;693;-3739;35;2885;3098;-2835;-3700;-3687;2;22;180;0;2014;562;0;3403;279;0;134;301;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;06:15;43508;42900;43100;204;41;2628;34054;9771;0;3749;-3423;689;-4205;35;;;;;;2;22;180;0;2018;612;0;3449;300;0;130;300;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;06:30;43329;43000;43500;204;41;2581;34045;9711;0;3737;-3450;689;-4229;35;2885;3098;-2835;-3700;-3740;2;22;180;0;2016;566;0;3427;310;0;133;301;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;06:45;43457;43250;43850;204;41;2425;34197;9703;0;3781;-3440;690;-4144;33;;;;;;2;22;180;0;2016;411;0;3470;311;0;132;301;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;07:00;43958;43500;44200;204;41;2428;34545;9759;0;3808;-2979;681;-4529;32;3279;2728;-2650;-3700;-3837;2;22;180;0;2015;415;0;3470;337;1;126;302;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;07:15;44253;43900;44500;204;41;2441;34570;10057;0;3894;-3023;681;-4612;32;;;;;;2;22;180;0;2017;425;0;3578;314;2;125;300;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;07:30;44560;44300;44800;204;40;2440;34681;10067;0;3922;-3012;692;-4474;32;3279;2728;-2650;-3700;-4067;2;22;180;0;2016;425;0;3585;336;1;129;301;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;07:45;45170;44700;45100;204;41;2437;34913;10045;201;4073;-2693;696;-4747;32;;;;;;2;22;180;0;2017;421;0;3686;385;2;130;306;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;08:00;45367;45100;45400;204;41;2437;35407;10197;200;4350;-2667;702;-5504;31;1260;2728;-2650;-3688;-4848;2;22;180;0;2018;420;0;3802;546;2;138;302;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;08:15;45828;45300;45800;204;41;2436;36364;10465;222;4808;-2284;684;-7112;30;;;;;;2;22;180;0;2019;418;0;3987;820;1;133;297;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;08:30;46223;45500;46200;203;40;2412;37141;10545;244;4793;-2300;684;-7539;29;1260;2728;-2650;-3688;-5043;1;22;180;0;2021;392;0;3965;827;1;130;299;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;08:45;46575;46000;46700;204;40;2430;37599;10468;273;4899;-2385;692;-7645;29;;;;;;2;22;180;0;2019;412;0;3979;918;2;132;302;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;09:00;47221;46500;47200;204;40;2428;37867;10437;305;5022;-1981;696;-7797;29;-42;2728;-3028;-3700;-4508;2;22;180;0;2019;410;0;4021;1000;1;135;302;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;09:15;47941;47350;47900;204;40;2605;38291;10382;462;5159;-1982;693;-7913;30;;;;;;2;22;180;0;2019;587;0;4068;1090;1;131;301;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;09:30;48554;48200;48600;204;41;2589;38562;10123;653;5177;-1588;692;-7899;29;-42;2728;-3028;-3700;-4508;2;22;180;0;2019;571;0;4082;1093;2;133;300;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;09:45;49163;48950;49150;204;40;2657;39288;9957;871;5288;-1534;688;-8296;29;;;;;;2;22;180;0;2019;639;0;4159;1128;1;126;304;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;10:00;49716;49700;49700;204;40;2635;39200;10043;1071;5445;-1428;686;-8180;29;-1494;2600;-3025;-3700;-2496;2;22;180;0;2019;617;0;4146;1098;201;132;299;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;10:15;50146;50000;50200;203;40;2598;39536;10008;1301;5395;-1376;686;-8245;28;;;;;;1;22;180;0;2018;582;0;4208;994;193;128;302;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;10:30;50615;50300;50700;204;40;2573;39737;10031;1525;5508;-1383;689;-8309;28;-1494;2600;-3025;-3700;-2465;2;22;180;0;2014;560;0;4251;1069;188;131;300;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;10:45;50985;50850;50950;204;40;2578;39728;9859;1761;5477;-1383;689;-7968;28;;;;;;2;22;180;0;2015;564;0;4230;1056;191;134;299;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;11:00;51249;51400;51200;203;41;2625;39820;9762;1944;5514;-1060;696;-8296;28;-2510;2497;-2864;-3272;-1289;1;22;180;0;2015;611;0;4311;1062;141;134;300;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;11:15;51625;51850;51600;204;40;2543;39556;10029;1947;5530;-1089;687;-7822;27;;;;;;2;22;180;0;2009;535;0;4382;950;198;131;298;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;11:30;51952;52300;52000;204;40;2513;39482;10198;2040;5670;-1101;687;-7781;27;-2510;2497;-2864;-3248;-1359;2;22;180;0;2010;504;0;4522;970;178;129;301;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;11:45;52691;52800;53150;204;41;2495;39554;10460;2194;5770;-1089;695;-7633;27;;;;;;2;22;180;0;2009;487;0;4643;905;222;134;303;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;12:00;53680;53300;54300;204;41;2569;39749;10615;2449;5914;-1062;687;-7486;27;-2580;2497;-3118;-3138;-1666;2;22;180;0;2008;563;0;4685;951;278;133;299;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;12:15;53900;53000;54000;204;41;2687;39773;10965;2490;6028;-1042;686;-7932;27;;;;;;2;22;180;0;2003;685;0;4696;868;464;131;298;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;12:30;53699;52700;53700;204;41;2613;39540;11256;2379;6044;-859;687;-8206;27;-2580;2497;-3118;-3138;-1606;2;22;180;0;2003;612;0;4727;910;407;134;296;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;12:45;53595;52600;53300;204;40;2630;39616;11169;2327;6042;-854;694;-8273;27;;;;;;2;22;180;0;2005;626;0;4738;887;417;134;300;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;13:00;52982;52500;52900;204;41;2619;39657;11080;2319;6027;-855;690;-8800;27;-2873;2497;-2534;-3699;-3359;2;22;180;0;2003;617;0;4762;888;377;134;298;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;13:15;52017;51800;52100;203;41;2792;40011;10864;2152;5997;-807;689;-9925;28;;;;;;1;22;180;0;2000;793;0;4482;997;518;135;298;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;13:30;51320;51100;51300;204;41;2750;40090;10855;2136;5633;-812;682;-10259;28;-2873;2497;-2534;-3699;-3409;2;22;180;0;2000;751;0;4480;1015;138;133;298;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;13:45;50549;50750;51000;204;40;2667;39777;10771;2135;5401;-843;686;-10289;28;;;;;;2;22;180;0;2000;669;0;4424;866;111;130;299;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;14:00;50710;50400;50700;204;41;2705;39878;10679;2123;5382;-1154;690;-9838;28;-3528;2497;-2567;-2796;-4409;2;22;180;0;1999;708;0;4413;846;123;131;301;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;14:15;50742;50250;50650;204;42;2753;40105;10476;1854;6208;-665;680;-10915;28;;;;;;2;22;180;0;1999;756;0;4390;1544;274;127;298;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;14:30;50274;50100;50600;204;42;2694;40011;10516;1817;6151;-680;693;-11174;28;-3528;2497;-2567;-2796;-4470;2;22;180;0;1999;697;0;4405;1487;259;132;302;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;14:45;50319;50050;50300;204;42;2717;40130;10383;1724;6247;-674;692;-11146;28;;;;;;2;22;180;0;1999;719;0;4407;1575;265;132;302;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;15:00;49989;50000;50000;203;42;2658;39875;10419;1526;6064;-444;687;-11041;28;-3528;2500;-3077;-2757;-4543;1;22;180;0;1998;662;0;4343;1474;247;133;303;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;15:15;49667;49550;49700;204;43;2614;40038;10398;1140;6149;-115;690;-11494;27;;;;;;2;22;180;0;1999;617;0;4436;1474;239;132;301;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;15:30;49126;49100;49400;204;43;2604;40137;10393;952;6192;-115;695;-11979;27;-3528;2500;-3077;-2757;-4834;2;22;180;0;1999;607;0;4506;1347;339;136;299;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;15:45;48972;48600;49100;204;44;2617;40248;10409;816;6060;-115;691;-12002;27;;;;;;2;22;180;0;2001;617;0;4515;1118;427;134;298;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;16:00;48758;48100;48800;203;44;2629;40041;10267;692;5870;-115;682;-11555;28;-3528;2500;-3077;-2659;-5379;1;22;180;0;1998;632;0;4430;892;548;136;302;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;16:15;48139;48000;48400;204;44;2629;40402;10157;565;6126;-115;701;-12574;28;;;;;;2;22;180;0;2004;627;0;4497;735;894;135;304;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;16:30;48171;47900;48000;204;44;2630;40419;9746;510;6248;-115;696;-12211;28;-3528;2500;-3077;-2659;-5437;2;22;180;0;2003;629;0;4483;862;903;136;298;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;16:45;48248;48300;48350;204;44;2636;40431;9831;362;6186;-35;690;-12101;28;;;;;;2;22;180;0;2003;634;0;4451;841;894;136;298;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;17:00;48658;48700;48700;203;44;2600;40426;9953;249;6440;-35;690;-11912;27;-3528;2400;-3077;-2264;-4518;1;22;180;0;2002;599;0;4446;1047;947;138;299;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;17:15;49091;49950;49600;204;45;2483;40493;9967;223;6299;-36;688;-11275;27;;;;;;2;22;180;0;2009;475;0;4623;1032;644;134;298;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;17:30;50381;51200;50500;204;45;2527;40659;10173;209;7345;-35;691;-11437;26;-3528;2400;-3077;-2287;-4528;2;22;180;0;2007;521;0;4739;1267;1339;131;299;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;17:45;51447;52000;51500;204;45;2597;40862;10170;193;8324;-35;687;-11600;26;;;;;;2;22;180;0;2009;589;0;4972;1444;1908;131;300;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;18:00;52310;52800;52500;203;45;2650;40917;10379;0;8684;-35;688;-11221;26;-3528;2400;-2844;-3038;-4197;1;22;180;0;2008;644;0;5065;1569;2050;132;301;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;18:15;53452;53500;53550;204;45;2604;41076;10332;0;10015;-35;686;-11475;26;;;;;;2;22;180;0;2009;596;0;5134;1788;3093;132;299;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;18:30;54321;54200;54600;204;45;2669;41205;10373;0;10297;-35;696;-11133;26;-3528;2400;-2844;-3056;-4075;2;22;180;0;2008;662;0;5167;1869;3261;133;301;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;18:45;55155;55000;55360;204;45;2665;41571;10350;0;11031;-35;684;-11360;25;;;;;;2;22;180;0;2009;657;0;5239;2352;3440;128;299;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;19:00;55974;55800;56120;204;45;2725;41762;10350;0;11294;-35;689;-11060;26;-3528;2400;-2844;-3610;-3228;2;22;180;0;2011;716;0;5249;2342;3703;131;300;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;19:15;56276;55750;56015;203;46;2772;41801;10148;0;11625;-36;685;-10968;26;;;;;;1;22;180;0;2009;765;0;5202;2513;3910;131;300;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;19:30;56105;55700;55910;204;48;2655;41671;10024;0;11682;-36;683;-10826;25;-3528;2400;-2844;-3610;-3226;2;22;180;0;2009;648;0;5235;2913;3534;126;304;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;19:45;55668;55300;55605;204;49;2630;41687;9764;0;11385;-35;683;-10699;25;;;;;;2;22;180;0;2009;622;0;5230;2728;3427;128;299;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;20:00;55108;54900;55300;204;48;2661;41703;9784;0;10750;-35;685;-10692;26;-3528;2400;-2844;-3700;-2865;2;22;180;0;2012;651;0;5272;2703;2775;128;300;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;20:15;54384;54400;54705;204;51;2681;41730;10029;0;9449;-35;685;-10410;26;;;;;;2;22;180;0;2013;670;0;5060;2557;1832;132;296;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;20:30;53615;53900;54110;203;51;2633;41619;10064;0;9031;-72;678;-10592;26;-3528;2400;-2844;-3700;-2655;1;22;180;0;2012;622;0;5019;2379;1633;130;298;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;20:45;52946;53350;53510;203;52;2636;41648;10240;0;7946;-78;687;-10388;26;;;;;;1;22;180;0;2012;626;0;4919;1875;1152;131;299;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;21:00;52335;52800;52910;204;51;2616;41647;10446;0;7618;-86;684;-10845;26;-3528;2636;-3040;-3356;-3243;2;22;180;0;2013;604;0;4907;1625;1086;127;299;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;21:15;52206;52200;52485;203;53;2668;41624;10550;0;7204;-88;685;-10693;27;;;;;;1;22;180;0;2014;656;0;4731;1242;1231;131;303;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;21:30;51312;51600;52060;204;52;2646;41638;10766;0;6303;-90;674;-10881;27;-3528;2636;-3040;-3356;-3243;2;22;180;0;2017;630;0;4618;642;1043;131;294;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;21:45;50699;51100;51395;203;52;2630;41540;10753;0;5924;-142;680;-10941;27;;;;;;1;22;180;0;2015;616;0;4486;602;836;130;296;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;22:00;50285;50600;50730;204;53;2500;41391;11130;0;5821;-144;686;-11356;26;-3528;2636;-3032;-3590;-3422;2;22;180;0;2015;487;0;4484;867;470;131;298;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;22:15;50424;50850;51030;204;53;2569;41589;11173;0;6199;-142;688;-11909;26;;;;;;2;22;180;0;2019;552;0;4479;1105;615;128;300;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;22:30;50980;51100;51330;204;52;2530;41491;11471;0;5923;-147;672;-11216;26;-3528;2636;-3032;-3590;-2638;2;22;180;0;2013;519;0;4456;1105;362;126;297;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;22:45;52317;51850;52130;202;54;2571;41487;11811;0;6123;-41;674;-10564;26;;;;;;0;22;180;0;1992;580;0;4509;1132;482;125;300;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;23:00;51836;52600;52930;202;54;2451;41301;12061;0;5741;-105;673;-10542;26;-3041;2636;-2344;-3450;-3243;0;22;180;0;1989;463;0;4479;919;343;124;296;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;23:15;51818;52500;52995;204;53;2596;41397;12409;0;5564;-932;684;-10157;27;;;;;;2;22;180;0;1991;606;0;4449;699;416;127;298;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;23:30;51354;52400;53060;203;53;2488;40989;12602;0;5292;-933;671;-10011;26;-3041;2636;-2344;-3450;-3243;1;22;180;0;2020;469;0;4413;619;260;129;295;257;ND;ND;ND;ND;ND
France;Données temps réel;08/01/2023;23:45;51411;51800;52620;203;54;2508;41029;12646;0;5284;-1061;690;-9942;27;;;;;;1;22;180;0;2023;486;0;4423;579;282;131;303;257;ND;ND;ND;ND;ND
RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
